"a","b","lift_a_to_b","lift_b_to_a","delta_lift","acc_a_to_b","acc_b_to_a","delta_acc"
"chr4","chr17","0.993758691479421","0.994235091232464","0.000476399753043","0.994882981108558","0.995999533523459","0.001116552414901"
"chr5","chr17","0.993231211547171","0.993698868328072","0.000467656780901","0.994268699034861","0.995463310619067","0.001194611584205"
"chr4","chr7","0.996718056615636","0.996250819311579","0.000467237304057","0.997842346244772","0.997410619997466","0.000431726247307"
"chr6","chr8","0.995909589796966","0.996357780891266","0.0004481910943","0.997024350882787","0.997413953744971","0.000389602862184"
"chr12","chr16","0.992810483927704","0.992387565191115","0.00042291873659","0.993763259173845","0.99405036849951","0.000287109325665"
"chr5","chr10","0.995577998755449","0.995200274587337","0.000377724168112","0.99661548624314","0.996393564877074","0.000221921366066"
"chr4","chr5","0.99670136820221","0.996335729832947","0.000365638369262","0.997825657831346","0.997373217320638","0.000452440510708"
"chr4","chr6","0.996804133695412","0.996439012628086","0.000365121067326","0.997928423324549","0.997553773713907","0.000374649610642"
"chr5","chr8","0.995778809903763","0.99614364512629","0.000364835222527","0.996816297391454","0.997199817979995","0.000383520588541"
"chr5","chr11","0.995758269056449","0.996119999851338","0.000361730794889","0.99679575654414","0.997194081771455","0.000398325227315"
"chr3","chr4","0.996838393540331","0.997190022514075","0.000351628973745","0.997941558522195","0.998314312143212","0.000372753621017"
"chr5","chr7","0.99627557843495","0.995941075029471","0.000334503405478","0.997313065922641","0.997100875715358","0.000212190207282"
"chr11","chr12","0.995061676088112","0.995382388727594","0.000320712639482","0.996135758008228","0.996335163973734","0.000199405965506"
"chr14","chr20","0.989188282397391","0.988884826237734","0.000303456159657","0.990326435418392","0.990240931547491","0.000085503870901"
"chr8","chr9","0.994586924165615","0.994888655493579","0.000301731327965","0.99564309701932","0.995836544921277","0.000193447901957"
"chr8","chr16","0.993359028243609","0.993646688035477","0.000287659791867","0.994415201097315","0.995309491343872","0.000894290246557"
"chr8","chr12","0.995106145832304","0.995335519846743","0.000229374014438","0.99616231868601","0.996288295092883","0.000125976406874"
"chr15","chr20","0.989562276686899","0.98977728886951","0.000215012182612","0.990811315815621","0.991133394179267","0.000322078363646"
"chr4","chr9","0.995361042669585","0.995555979722671","0.000194937053086","0.996485332298722","0.996503869150369","0.000018536851647"
"chr8","chr17","0.993342012509167","0.99352890427981","0.000186891770643","0.994398185362872","0.995293346570804","0.000895161207933"
"chr6","chr7","0.996323516802232","0.996146166338928","0.000177350463304","0.997438277888053","0.997305967024815","0.000132310863238"
"chr6","chr10","0.995685144149982","0.995508539994848","0.000176604155134","0.996799905235802","0.996701830284585","0.000098074951217"
"chr14","chr19","0.987947775102965","0.987778538346975","0.00016923675599","0.989085928123966","0.99003627099431","0.000950342870344"
"chr4","chr11","0.996227680762175","0.996392026273506","0.000164345511331","0.997351970391312","0.997466108193622","0.000114137802311"
"chr4","chr12","0.995799807408682","0.995934625322105","0.000134817913422","0.996924097037819","0.996887400568245","0.000036696469574"
"chr7","chr10","0.995478408661701","0.995607067862438","0.000128659200737","0.996638209347588","0.996800358152175","0.000162148804587"
"chr1","chr2","0.997437855270409","0.997563712960037","0.000125857689628","0.998641292144968","0.998645965227055","0.000004673082087"
"chr3","chr5","0.996623417627695","0.996735182192259","0.000111764564563","0.997726582609559","0.997772669679949","0.00004608707039"
"chr5","chr6","0.996265280427344","0.996178642350389","0.000086638076955","0.997302767915035","0.99729340343621","0.000009364478825"
"chr9","chr12","0.993834243799471","0.993769067710361","0.00006517608911","0.994782133227169","0.994721842956501","0.000060290270668"
"chr16","chr17","0.991108883789901","0.991165165860269","0.000056282070368","0.992771687098296","0.992929608151264","0.000157921052968"
"chr3","chr7","0.996671373275082","0.996624160561438","0.000047212713644","0.997774538256946","0.997783961247325","0.000009422990379"
"chr3","chr6","0.996747934045471","0.99679312404528","0.00004518999981","0.997851099027335","0.997907885131101","0.000056786103766"
"chr14","chr15","0.991583946551121","0.991620891341197","0.000036944790076","0.992722099572122","0.992869930469919","0.000147830897797"
"chr3","chr10","0.996125907232509","0.99609730591192","0.00002860132059","0.997229072214373","0.997290596201657","0.000061523987284"
"chr8","chr11","0.995872843972323","0.995846139932929","0.000026704039395","0.996929016826029","0.996920221853045","0.000008794972983"
"chr4","chr8","0.996410462806067","0.996434017828667","0.0000235550226","0.997534752435204","0.997490190682373","0.000044561752831"
