"sample_index","sampled_row","sampled_col","sampled_lift","sampled_accuracy","diagnostic"
"2985","chr19","chr9","0.990587143386699","0.992844876034034","label_sample_only_not_sequence_null_model"
"2986","chr2","chr1","0.997563712960037","0.998645965227055","label_sample_only_not_sequence_null_model"
"2987","chr3","chr2","0.997701780285262","0.998804945267126","label_sample_only_not_sequence_null_model"
"2988","chr9","chr11","0.995143985972342","0.99609187540004","label_sample_only_not_sequence_null_model"
"2989","chr2","chr3","0.996880411304639","0.997962663571656","label_sample_only_not_sequence_null_model"
"2990","chr12","chr3","0.996407845790566","0.997360621036707","label_sample_only_not_sequence_null_model"
"2991","chr6","chr8","0.995909589796966","0.997024350882787","label_sample_only_not_sequence_null_model"
"2992","chr2","chr16","0.993462351014153","0.99454460328117","label_sample_only_not_sequence_null_model"
"2993","chr10","chr2","0.996970699553113","0.99816398984285","label_sample_only_not_sequence_null_model"
"2994","chr6","chr10","0.995685144149982","0.996799905235802","label_sample_only_not_sequence_null_model"
"2995","chr18","chr5","0.995837998290233","0.996950013027196","label_sample_only_not_sequence_null_model"
"2996","chr17","chr22","0.980148215242824","0.981912657533819","label_sample_only_not_sequence_null_model"
"2997","chr5","chr15","0.992735638320438","0.993773125808129","label_sample_only_not_sequence_null_model"
"2998","chr6","chr3","0.99679312404528","0.997907885131101","label_sample_only_not_sequence_null_model"
"2999","chr16","chr4","0.994350225624252","0.996013028932647","label_sample_only_not_sequence_null_model"
"3000","chr15","chr16","0.99255310237714","0.993802141505862","label_sample_only_not_sequence_null_model"
"3001","chr13","chrX","0.995087913723095","0.996211240053612","label_sample_only_not_sequence_null_model"
"3002","chr20","chr13","0.988635385017346","0.989991490327102","label_sample_only_not_sequence_null_model"
"3003","chr20","chrX","0.992694526097129","0.994050631406886","label_sample_only_not_sequence_null_model"
"3004","chr15","chr14","0.991620891341197","0.992869930469919","label_sample_only_not_sequence_null_model"
"3005","chr19","chr9","0.990587143386699","0.992844876034034","label_sample_only_not_sequence_null_model"
"3006","chr14","chr3","0.996116831238303","0.997254984259304","label_sample_only_not_sequence_null_model"
"3007","chr11","chr2","0.997479363875912","0.998553445796028","label_sample_only_not_sequence_null_model"
"3008","chr18","chr5","0.995837998290233","0.996950013027196","label_sample_only_not_sequence_null_model"
"3009","chr20","chrX","0.992694526097129","0.994050631406886","label_sample_only_not_sequence_null_model"
"3010","chr5","chr12","0.994968853216264","0.996006340703955","label_sample_only_not_sequence_null_model"
"3011","chr9","chr15","0.991386667561468","0.992334556989166","label_sample_only_not_sequence_null_model"
"3012","chr2","chr11","0.995919368520075","0.997001620787092","label_sample_only_not_sequence_null_model"
"3013","chr16","chr5","0.993810042732187","0.995472846040582","label_sample_only_not_sequence_null_model"
"3014","chr4","chr21","0.983235733343255","0.984360022972392","label_sample_only_not_sequence_null_model"
"3015","chr2","chr9","0.994760028297086","0.995842280564103","label_sample_only_not_sequence_null_model"
"3016","chr5","chr4","0.996335729832947","0.997373217320638","label_sample_only_not_sequence_null_model"
"3017","chrX","chr22","0.983926534878534","0.985030310797173","label_sample_only_not_sequence_null_model"
"3018","chr5","chr17","0.993231211547171","0.994268699034861","label_sample_only_not_sequence_null_model"
"3019","chrX","chr9","0.995166262031324","0.996270037949964","label_sample_only_not_sequence_null_model"
"3020","chr2","chr3","0.996880411304639","0.997962663571656","label_sample_only_not_sequence_null_model"
"3021","chrX","chr5","0.996543711538526","0.997647487457165","label_sample_only_not_sequence_null_model"
"3022","chr16","chr13","0.988745680411225","0.99040848371962","label_sample_only_not_sequence_null_model"
"3023","chr11","chr11","0.995758355106101","0.996832437026218","label_sample_only_not_sequence_null_model"
"3024","chr8","chr5","0.99614364512629","0.997199817979995","label_sample_only_not_sequence_null_model"
"3025","chr6","chr4","0.996439012628086","0.997553773713907","label_sample_only_not_sequence_null_model"
"3026","chr17","chr13","0.988585595611229","0.990350037902224","label_sample_only_not_sequence_null_model"
"3027","chr6","chr18","0.991624347758735","0.992739108844556","label_sample_only_not_sequence_null_model"
"3028","chr2","chr7","0.996436577017055","0.997518829284072","label_sample_only_not_sequence_null_model"
"3029","chr2","chr9","0.994760028297086","0.995842280564103","label_sample_only_not_sequence_null_model"
"3030","chr10","chr5","0.995200274587337","0.996393564877074","label_sample_only_not_sequence_null_model"
"3031","chr14","chrX","0.994193925316198","0.995332078337198","label_sample_only_not_sequence_null_model"
"3032","chr17","chr12","0.992334975180144","0.994099417471138","label_sample_only_not_sequence_null_model"
"3033","chr2","chr2","0.997544520650309","0.998626772917326","label_sample_only_not_sequence_null_model"
"3034","chr12","chr18","0.99017100481723","0.99112378006337","label_sample_only_not_sequence_null_model"
"3035","chr16","chr20","0.987166775162328","0.988829578470723","label_sample_only_not_sequence_null_model"
"3036","chr10","chr5","0.995200274587337","0.996393564877074","label_sample_only_not_sequence_null_model"
"3037","chrX","chr21","0.982173405585571","0.983277181504211","label_sample_only_not_sequence_null_model"
"3038","chr14","chr2","0.997012219502917","0.998150372523917","label_sample_only_not_sequence_null_model"
"3039","chr18","chr3","0.996542382503436","0.997654397240399","label_sample_only_not_sequence_null_model"
"3040","chr6","chr7","0.996323516802232","0.997438277888053","label_sample_only_not_sequence_null_model"
"3041","chr15","chrY","0.965876570785047","0.96712560991377","label_sample_only_not_sequence_null_model"
"3042","chr9","chr21","0.974738540111792","0.975686429539489","label_sample_only_not_sequence_null_model"
"3043","chr13","chr13","0.99243010049178","0.993553426822298","label_sample_only_not_sequence_null_model"
"3044","chr21","chr15","0.989583128921179","0.990549922187569","label_sample_only_not_sequence_null_model"
"3045","chr3","chr12","0.995713572797699","0.996816737779563","label_sample_only_not_sequence_null_model"
"3046","chr4","chr22","0.984005280003207","0.985129569632344","label_sample_only_not_sequence_null_model"
"3047","chr11","chr12","0.995061676088112","0.996135758008228","label_sample_only_not_sequence_null_model"
"3048","chr6","chr6","0.996335374086237","0.997450135172058","label_sample_only_not_sequence_null_model"
"3049","chr5","chr1","0.997506558129835","0.998544045617526","label_sample_only_not_sequence_null_model"
"3050","chr14","chr2","0.997012219502917","0.998150372523917","label_sample_only_not_sequence_null_model"
"3051","chr19","chr1","0.995564045589054","0.997821778236388","label_sample_only_not_sequence_null_model"
"3052","chrY","chr22","0.983404355845501","0.984945700841266","label_sample_only_not_sequence_null_model"
"3053","chr7","chr18","0.991222318413306","0.992382119099193","label_sample_only_not_sequence_null_model"
"3054","chr15","chr2","0.99708132211162","0.998330361240342","label_sample_only_not_sequence_null_model"
"3055","chr17","chr12","0.992334975180144","0.994099417471138","label_sample_only_not_sequence_null_model"
"3056","chr22","chr10","0.992332382538667","0.993969211209293","label_sample_only_not_sequence_null_model"
"3057","chr10","chr2","0.996970699553113","0.99816398984285","label_sample_only_not_sequence_null_model"
"3058","chr13","chr18","0.99111657072353","0.992239897054048","label_sample_only_not_sequence_null_model"
"3059","chr10","chr10","0.9947694434141","0.995962733703837","label_sample_only_not_sequence_null_model"
"3060","chr2","chr20","0.991013190576545","0.992095442843563","label_sample_only_not_sequence_null_model"
"3061","chr8","chr9","0.994586924165615","0.99564309701932","label_sample_only_not_sequence_null_model"
"3062","chr9","chr19","0.988240428966152","0.98918831839385","label_sample_only_not_sequence_null_model"
"3063","chr16","chr20","0.987166775162328","0.988829578470723","label_sample_only_not_sequence_null_model"
"3064","chr11","chr19","0.988256803447964","0.989330885368081","label_sample_only_not_sequence_null_model"
"3065","chr15","chr13","0.991593717769535","0.992842756898257","label_sample_only_not_sequence_null_model"
"3066","chr17","chr3","0.994859110135296","0.996623552426291","label_sample_only_not_sequence_null_model"
"3067","chr1","chr9","0.99467625617311","0.995879693047668","label_sample_only_not_sequence_null_model"
"3068","chr4","chr11","0.996227680762175","0.997351970391312","label_sample_only_not_sequence_null_model"
"3069","chr13","chr1","0.997348718526876","0.998472044857394","label_sample_only_not_sequence_null_model"
"3070","chr17","chr5","0.993698868328072","0.995463310619067","label_sample_only_not_sequence_null_model"
"3071","chr6","chr8","0.995909589796966","0.997024350882787","label_sample_only_not_sequence_null_model"
"3072","chr10","chr21","0.975974308414537","0.977167598704275","label_sample_only_not_sequence_null_model"
"3073","chr12","chr14","0.991583956361467","0.992536731607607","label_sample_only_not_sequence_null_model"
"3074","chr18","chr3","0.996542382503436","0.997654397240399","label_sample_only_not_sequence_null_model"
"3075","chr11","chr3","0.996792223993776","0.997866305913893","label_sample_only_not_sequence_null_model"
"3076","chr14","chr8","0.994985855162042","0.996124008183042","label_sample_only_not_sequence_null_model"
"3077","chr4","chr1","0.997668839445394","0.998793129074531","label_sample_only_not_sequence_null_model"
"3078","chr14","chr21","0.975965773849834","0.977103926870834","label_sample_only_not_sequence_null_model"
"3079","chr5","chr18","0.991239374593907","0.992276862081598","label_sample_only_not_sequence_null_model"
"3080","chr2","chr7","0.996436577017055","0.997518829284072","label_sample_only_not_sequence_null_model"
"3081","chr7","chr2","0.997341571261954","0.998501371947841","label_sample_only_not_sequence_null_model"
"3082","chr1","chr12","0.995173424133689","0.996376861008248","label_sample_only_not_sequence_null_model"
"3083","chr22","chr7","0.99367800569251","0.995314834363136","label_sample_only_not_sequence_null_model"
"3084","chr13","chr7","0.996119727399793","0.997243053730311","label_sample_only_not_sequence_null_model"
"3085","chr16","chr5","0.993810042732187","0.995472846040582","label_sample_only_not_sequence_null_model"
"3086","chr15","chr2","0.99708132211162","0.998330361240342","label_sample_only_not_sequence_null_model"
"3087","chr10","chr19","0.987751377695487","0.988944667985224","label_sample_only_not_sequence_null_model"
"3088","chr12","chr1","0.997372813956031","0.998325589202171","label_sample_only_not_sequence_null_model"
"3089","chr20","chr7","0.994658360925651","0.996014466235407","label_sample_only_not_sequence_null_model"
"3090","chr19","chr10","0.992526262119777","0.994783994767112","label_sample_only_not_sequence_null_model"
"3091","chr1","chr4","0.99643563720652","0.997639074081078","label_sample_only_not_sequence_null_model"
"3092","chr11","chr3","0.996792223993776","0.997866305913893","label_sample_only_not_sequence_null_model"
"3093","chr4","chr16","0.993835739249197","0.994960028878333","label_sample_only_not_sequence_null_model"
"3094","chr16","chr8","0.993646688035477","0.995309491343872","label_sample_only_not_sequence_null_model"
"3095","chr22","chr22","0.978129282481013","0.979766111151639","label_sample_only_not_sequence_null_model"
"3096","chr7","chr6","0.996146166338928","0.997305967024815","label_sample_only_not_sequence_null_model"
"3097","chr18","chr2","0.997288720113407","0.99840073485037","label_sample_only_not_sequence_null_model"
"3098","chr2","chr18","0.991824893634072","0.992907145901089","label_sample_only_not_sequence_null_model"
"3099","chr7","chr2","0.997341571261954","0.998501371947841","label_sample_only_not_sequence_null_model"
"3100","chr11","chr9","0.994546314982266","0.995620396902382","label_sample_only_not_sequence_null_model"
"3101","chr4","chr13","0.994028464074141","0.995152753703277","label_sample_only_not_sequence_null_model"
"3102","chr8","chr1","0.997553970904844","0.998610143758549","label_sample_only_not_sequence_null_model"
"3103","chr18","chr6","0.996042354617745","0.997154369354708","label_sample_only_not_sequence_null_model"
"3104","chr12","chr21","0.976954280858864","0.977907056105005","label_sample_only_not_sequence_null_model"
"3105","chr8","chr19","0.988559025406886","0.989615198260591","label_sample_only_not_sequence_null_model"
"3106","chr9","chr4","0.995555979722671","0.996503869150369","label_sample_only_not_sequence_null_model"
"3107","chr13","chr8","0.995632328964381","0.996755655294898","label_sample_only_not_sequence_null_model"
"3108","chr14","chr15","0.991583946551121","0.992722099572122","label_sample_only_not_sequence_null_model"
"3109","chr4","chrX","0.996049764708302","0.997174054337439","label_sample_only_not_sequence_null_model"
"3110","chr4","chr4","0.99691043010556","0.998034719734697","label_sample_only_not_sequence_null_model"
"3111","chr19","chr10","0.992526262119777","0.994783994767112","label_sample_only_not_sequence_null_model"
"3112","chr20","chr6","0.994435297397533","0.99579140270729","label_sample_only_not_sequence_null_model"
"3113","chr9","chr1","0.997252946208281","0.998200835635979","label_sample_only_not_sequence_null_model"
"3114","chr9","chr3","0.996102522152772","0.99705041158047","label_sample_only_not_sequence_null_model"
"3115","chr20","chr19","0.987017431588465","0.988373536898221","label_sample_only_not_sequence_null_model"
"3116","chr7","chr21","0.979646894453965","0.980806695139852","label_sample_only_not_sequence_null_model"
"3117","chr12","chr13","0.99153085331858","0.99248362856472","label_sample_only_not_sequence_null_model"
"3118","chr4","chr13","0.994028464074141","0.995152753703277","label_sample_only_not_sequence_null_model"
"3119","chr20","chr15","0.98977728886951","0.991133394179267","label_sample_only_not_sequence_null_model"
"3120","chr1","chr12","0.995173424133689","0.996376861008248","label_sample_only_not_sequence_null_model"
"3121","chr7","chr9","0.99436207533953","0.995521876025417","label_sample_only_not_sequence_null_model"
"3122","chr14","chr9","0.993380575050673","0.994518728071673","label_sample_only_not_sequence_null_model"
"3123","chr9","chr5","0.995106188631666","0.996054078059364","label_sample_only_not_sequence_null_model"
"3124","chr18","chr15","0.992362733729948","0.993474748466911","label_sample_only_not_sequence_null_model"
"3125","chr17","chr2","0.995991131800165","0.99775557409116","label_sample_only_not_sequence_null_model"
"3126","chr20","chr5","0.993929950858255","0.995286056168011","label_sample_only_not_sequence_null_model"
"3127","chr7","chr5","0.995941075029471","0.997100875715358","label_sample_only_not_sequence_null_model"
"3128","chr21","chr7","0.994800253709436","0.995767046975825","label_sample_only_not_sequence_null_model"
"3129","chr20","chr5","0.993929950858255","0.995286056168011","label_sample_only_not_sequence_null_model"
"3130","chr4","chr22","0.984005280003207","0.985129569632344","label_sample_only_not_sequence_null_model"
"3131","chr21","chr7","0.994800253709436","0.995767046975825","label_sample_only_not_sequence_null_model"
"3132","chr2","chr8","0.995997163196478","0.997079415463495","label_sample_only_not_sequence_null_model"
"3133","chr8","chr19","0.988559025406886","0.989615198260591","label_sample_only_not_sequence_null_model"
"3134","chr19","chr9","0.990587143386699","0.992844876034034","label_sample_only_not_sequence_null_model"
"3135","chr22","chr19","0.986614675855743","0.988251504526369","label_sample_only_not_sequence_null_model"
"3136","chrY","chr1","0.997210208463945","0.99875155345971","label_sample_only_not_sequence_null_model"
"3137","chr8","chr7","0.9963585177025","0.997414690556205","label_sample_only_not_sequence_null_model"
"3138","chr10","chr10","0.9947694434141","0.995962733703837","label_sample_only_not_sequence_null_model"
"3139","chr5","chr13","0.992534532943335","0.993572020431026","label_sample_only_not_sequence_null_model"
"3140","chr8","chr1","0.997553970904844","0.998610143758549","label_sample_only_not_sequence_null_model"
"3141","chr2","chr18","0.991824893634072","0.992907145901089","label_sample_only_not_sequence_null_model"
"3142","chr21","chr4","0.994587221598962","0.995554014865351","label_sample_only_not_sequence_null_model"
"3143","chr8","chr2","0.997511466106764","0.998567638960469","label_sample_only_not_sequence_null_model"
"3144","chr17","chr3","0.994859110135296","0.996623552426291","label_sample_only_not_sequence_null_model"
"3145","chr1","chr1","0.997458348841509","0.998661785716068","label_sample_only_not_sequence_null_model"
"3146","chr5","chrX","0.99521063572341","0.9962481232111","label_sample_only_not_sequence_null_model"
"3147","chr3","chr3","0.997144131825599","0.998247296807463","label_sample_only_not_sequence_null_model"
"3148","chr20","chr13","0.988635385017346","0.989991490327102","label_sample_only_not_sequence_null_model"
"3149","chr20","chr14","0.988884826237734","0.990240931547491","label_sample_only_not_sequence_null_model"
"3150","chr16","chr2","0.996063758939483","0.997726562247878","label_sample_only_not_sequence_null_model"
"3151","chr19","chr18","0.985961651912188","0.988219384559523","label_sample_only_not_sequence_null_model"
"3152","chr14","chr13","0.990965514743726","0.992103667764727","label_sample_only_not_sequence_null_model"
"3153","chr7","chr4","0.996250819311579","0.997410619997466","label_sample_only_not_sequence_null_model"
"3154","chr6","chr14","0.992830929300033","0.993945690385853","label_sample_only_not_sequence_null_model"
"3155","chr5","chr1","0.997506558129835","0.998544045617526","label_sample_only_not_sequence_null_model"
"3156","chr15","chr4","0.995829093041876","0.997078132170598","label_sample_only_not_sequence_null_model"
"3157","chrX","chr21","0.982173405585571","0.983277181504211","label_sample_only_not_sequence_null_model"
"3158","chrY","chr15","0.992860142691142","0.994401487686907","label_sample_only_not_sequence_null_model"
"3159","chr20","chr20","0.987094792251172","0.988450897560929","label_sample_only_not_sequence_null_model"
"3160","chr13","chr15","0.992505045613104","0.993628371943622","label_sample_only_not_sequence_null_model"
"3161","chr2","chrY","0.970624444730797","0.971706696997814","label_sample_only_not_sequence_null_model"
"3162","chr17","chr2","0.995991131800165","0.99775557409116","label_sample_only_not_sequence_null_model"
"3163","chr19","chr11","0.993141872570291","0.995399605217625","label_sample_only_not_sequence_null_model"
"3164","chr1","chr2","0.997437855270409","0.998641292144968","label_sample_only_not_sequence_null_model"
"3165","chr7","chr22","0.98278281417442","0.983942614860307","label_sample_only_not_sequence_null_model"
"3166","chr18","chr3","0.996542382503436","0.997654397240399","label_sample_only_not_sequence_null_model"
"3167","chr12","chr11","0.995382388727594","0.996335163973734","label_sample_only_not_sequence_null_model"
"3168","chr14","chr16","0.992421808843291","0.993559961864292","label_sample_only_not_sequence_null_model"
"3169","chr11","chr9","0.994546314982266","0.995620396902382","label_sample_only_not_sequence_null_model"
"3170","chr21","chr18","0.986797996001449","0.987764789267838","label_sample_only_not_sequence_null_model"
"3171","chrY","chr15","0.992860142691142","0.994401487686907","label_sample_only_not_sequence_null_model"
"3172","chr3","chr3","0.997144131825599","0.998247296807463","label_sample_only_not_sequence_null_model"
"3173","chrY","chr1","0.997210208463945","0.99875155345971","label_sample_only_not_sequence_null_model"
"3174","chr13","chr14","0.992358897523586","0.993482223854103","label_sample_only_not_sequence_null_model"
"3175","chrX","chr19","0.98892561327191","0.99002938919055","label_sample_only_not_sequence_null_model"
"3176","chr11","chr5","0.996119999851338","0.997194081771455","label_sample_only_not_sequence_null_model"
"3177","chr7","chr7","0.99617076219886","0.997330562884747","label_sample_only_not_sequence_null_model"
"3178","chr17","chr2","0.995991131800165","0.99775557409116","label_sample_only_not_sequence_null_model"
"3179","chr18","chr15","0.992362733729948","0.993474748466911","label_sample_only_not_sequence_null_model"
"3180","chr12","chr4","0.995934625322105","0.996887400568245","label_sample_only_not_sequence_null_model"
"3181","chr18","chr3","0.996542382503436","0.997654397240399","label_sample_only_not_sequence_null_model"
"3182","chr11","chr16","0.993186727964906","0.994260809885022","label_sample_only_not_sequence_null_model"
"3183","chr1","chr17","0.993308552551511","0.994511989426069","label_sample_only_not_sequence_null_model"
"3184","chr5","chr4","0.996335729832947","0.997373217320638","label_sample_only_not_sequence_null_model"
"3185","chr10","chr4","0.995600639413093","0.99679392970283","label_sample_only_not_sequence_null_model"
"3186","chr7","chr19","0.988374252030569","0.989534052716455","label_sample_only_not_sequence_null_model"
"3187","chr20","chr4","0.994492066778725","0.995848172088481","label_sample_only_not_sequence_null_model"
"3188","chr3","chr5","0.996623417627695","0.997726582609559","label_sample_only_not_sequence_null_model"
"3189","chr15","chr8","0.995203588927817","0.996452628056539","label_sample_only_not_sequence_null_model"
"3190","chr8","chr15","0.992896564067314","0.993952736921019","label_sample_only_not_sequence_null_model"
"3191","chr1","chr5","0.996177392177892","0.99738082905245","label_sample_only_not_sequence_null_model"
"3192","chr8","chr16","0.993359028243609","0.994415201097315","label_sample_only_not_sequence_null_model"
"3193","chr14","chr15","0.991583946551121","0.992722099572122","label_sample_only_not_sequence_null_model"
"3194","chr16","chrX","0.992607313726749","0.994270117035144","label_sample_only_not_sequence_null_model"
"3195","chr6","chr2","0.997472105445396","0.998586866531217","label_sample_only_not_sequence_null_model"
"3196","chr10","chr16","0.992351145816066","0.993544436105803","label_sample_only_not_sequence_null_model"
"3197","chr2","chr17","0.993429079724868","0.994511331991886","label_sample_only_not_sequence_null_model"
"3198","chr8","chr1","0.997553970904844","0.998610143758549","label_sample_only_not_sequence_null_model"
"3199","chr10","chr5","0.995200274587337","0.996393564877074","label_sample_only_not_sequence_null_model"
"3200","chr7","chrX","0.995126056717717","0.996285857403604","label_sample_only_not_sequence_null_model"
"3201","chr18","chr12","0.994698139483391","0.995810154220354","label_sample_only_not_sequence_null_model"
"3202","chr13","chr11","0.995570787555177","0.996694113885695","label_sample_only_not_sequence_null_model"
"3203","chr10","chr5","0.995200274587337","0.996393564877074","label_sample_only_not_sequence_null_model"
"3204","chrX","chr20","0.991501226710602","0.992605002629242","label_sample_only_not_sequence_null_model"
"3205","chr16","chr11","0.993878742163131","0.995541545471526","label_sample_only_not_sequence_null_model"
"3206","chr17","chr15","0.989824668898738","0.991589111189733","label_sample_only_not_sequence_null_model"
"3207","chr15","chr12","0.994294101298901","0.995543140427623","label_sample_only_not_sequence_null_model"
"3208","chr18","chr14","0.992186762537947","0.99329877727491","label_sample_only_not_sequence_null_model"
"3209","chr7","chr20","0.990461188729024","0.991620989414911","label_sample_only_not_sequence_null_model"
"3210","chr18","chr20","0.990052799681687","0.99116481441865","label_sample_only_not_sequence_null_model"
"3211","chr8","chr22","0.983128565432441","0.984184738286146","label_sample_only_not_sequence_null_model"
"3212","chr7","chr19","0.988374252030569","0.989534052716455","label_sample_only_not_sequence_null_model"
"3213","chr7","chr1","0.997388225812975","0.998548026498862","label_sample_only_not_sequence_null_model"
"3214","chr9","chr16","0.992456324091751","0.993404213519449","label_sample_only_not_sequence_null_model"
"3215","chr20","chr12","0.992444667838128","0.993800773147885","label_sample_only_not_sequence_null_model"
"3216","chr16","chr8","0.993646688035477","0.995309491343872","label_sample_only_not_sequence_null_model"
"3217","chr16","chr9","0.991670621841497","0.993333425149892","label_sample_only_not_sequence_null_model"
"3218","chr15","chr8","0.995203588927817","0.996452628056539","label_sample_only_not_sequence_null_model"
"3219","chr15","chr22","0.981880504888112","0.983129544016834","label_sample_only_not_sequence_null_model"
"3220","chr1","chr4","0.99643563720652","0.997639074081078","label_sample_only_not_sequence_null_model"
"3221","chr22","chrX","0.990965648900122","0.992602477570748","label_sample_only_not_sequence_null_model"
"3222","chr10","chr6","0.995508539994848","0.996701830284585","label_sample_only_not_sequence_null_model"
"3223","chrY","chr9","0.994672806807662","0.996214151803427","label_sample_only_not_sequence_null_model"
"3224","chr3","chr19","0.98887509748037","0.989978262462234","label_sample_only_not_sequence_null_model"
"3225","chr21","chr14","0.988572348930965","0.989539142197354","label_sample_only_not_sequence_null_model"
"3226","chr16","chrX","0.992607313726749","0.994270117035144","label_sample_only_not_sequence_null_model"
"3227","chr13","chr12","0.994782315890659","0.995905642221176","label_sample_only_not_sequence_null_model"
"3228","chr8","chr3","0.996827129647532","0.997883302501237","label_sample_only_not_sequence_null_model"
"3229","chr8","chr13","0.992761198028358","0.993817370882063","label_sample_only_not_sequence_null_model"
"3230","chr14","chr3","0.996116831238303","0.997254984259304","label_sample_only_not_sequence_null_model"
"3231","chr9","chr12","0.993834243799471","0.994782133227169","label_sample_only_not_sequence_null_model"
"3232","chrY","chr7","0.996236488307786","0.997777833303551","label_sample_only_not_sequence_null_model"
"3233","chr7","chr22","0.98278281417442","0.983942614860307","label_sample_only_not_sequence_null_model"
"3234","chr11","chr17","0.993165940081838","0.994240022001955","label_sample_only_not_sequence_null_model"
"3235","chr18","chr16","0.992860264389641","0.993972279126604","label_sample_only_not_sequence_null_model"
"3236","chr5","chr17","0.993231211547171","0.994268699034861","label_sample_only_not_sequence_null_model"
"3237","chr2","chr12","0.995258986778245","0.996341239045262","label_sample_only_not_sequence_null_model"
"3238","chr2","chr21","0.980831926624793","0.98191417889181","label_sample_only_not_sequence_null_model"
"3239","chr13","chr17","0.992895862478186","0.994019188808703","label_sample_only_not_sequence_null_model"
"3240","chr17","chr14","0.988928337682063","0.990692779973057","label_sample_only_not_sequence_null_model"
"3241","chr17","chr7","0.99446233975773","0.996226782048725","label_sample_only_not_sequence_null_model"
"3242","chr2","chr15","0.993096643977292","0.994178896244309","label_sample_only_not_sequence_null_model"
"3243","chr20","chr10","0.993602106378626","0.994958211688383","label_sample_only_not_sequence_null_model"
"3244","chr21","chr12","0.992382064858216","0.993348858124606","label_sample_only_not_sequence_null_model"
"3245","chrY","chr18","0.991881879517148","0.993423224512913","label_sample_only_not_sequence_null_model"
"3246","chr18","chr10","0.995356533117795","0.996468547854758","label_sample_only_not_sequence_null_model"
"3247","chr2","chr16","0.993462351014153","0.99454460328117","label_sample_only_not_sequence_null_model"
"3248","chr5","chrX","0.99521063572341","0.9962481232111","label_sample_only_not_sequence_null_model"
"3249","chr21","chr11","0.994184356425172","0.995151149691561","label_sample_only_not_sequence_null_model"
"3250","chr14","chr19","0.987947775102965","0.989085928123966","label_sample_only_not_sequence_null_model"
"3251","chr19","chr8","0.992654882666975","0.99491261531431","label_sample_only_not_sequence_null_model"
"3252","chr12","chr10","0.995138029605209","0.99609080485135","label_sample_only_not_sequence_null_model"
"3253","chr17","chr4","0.994235091232464","0.995999533523459","label_sample_only_not_sequence_null_model"
"3254","chr10","chr2","0.996970699553113","0.99816398984285","label_sample_only_not_sequence_null_model"
"3255","chr9","chrY","0.962601652540241","0.963549541967939","label_sample_only_not_sequence_null_model"
"3256","chr9","chr6","0.995502034350858","0.996449923778556","label_sample_only_not_sequence_null_model"
"3257","chr14","chr2","0.997012219502917","0.998150372523917","label_sample_only_not_sequence_null_model"
"3258","chr7","chr10","0.995478408661701","0.996638209347588","label_sample_only_not_sequence_null_model"
"3259","chr3","chr7","0.996671373275082","0.997774538256946","label_sample_only_not_sequence_null_model"
"3260","chrY","chr12","0.995220619041706","0.996761964037471","label_sample_only_not_sequence_null_model"
"3261","chr5","chr3","0.996735182192259","0.997772669679949","label_sample_only_not_sequence_null_model"
"3262","chr8","chr9","0.994586924165615","0.99564309701932","label_sample_only_not_sequence_null_model"
"3263","chr11","chr2","0.997479363875912","0.998553445796028","label_sample_only_not_sequence_null_model"
"3264","chr18","chr18","0.990900399805882","0.992012414542845","label_sample_only_not_sequence_null_model"
"3265","chr10","chr9","0.993361162765911","0.994554453055648","label_sample_only_not_sequence_null_model"
"3266","chr9","chr15","0.991386667561468","0.992334556989166","label_sample_only_not_sequence_null_model"
"3267","chrY","chr22","0.983404355845501","0.984945700841266","label_sample_only_not_sequence_null_model"
"3268","chr20","chr9","0.991699993264826","0.993056098574583","label_sample_only_not_sequence_null_model"
"3269","chr16","chr1","0.996261707833626","0.997924511142021","label_sample_only_not_sequence_null_model"
"3270","chr15","chr20","0.989562276686899","0.990811315815621","label_sample_only_not_sequence_null_model"
"3271","chr14","chr20","0.989188282397391","0.990326435418392","label_sample_only_not_sequence_null_model"
"3272","chr14","chr12","0.993982959945729","0.99512111296673","label_sample_only_not_sequence_null_model"
"3273","chr2","chr15","0.993096643977292","0.994178896244309","label_sample_only_not_sequence_null_model"
"3274","chrX","chr9","0.995166262031324","0.996270037949964","label_sample_only_not_sequence_null_model"
"3275","chr8","chr21","0.979923597740577","0.980979770594283","label_sample_only_not_sequence_null_model"
"3276","chr21","chr9","0.991639778499822","0.992606571766211","label_sample_only_not_sequence_null_model"
"3277","chr14","chr21","0.975965773849834","0.977103926870834","label_sample_only_not_sequence_null_model"
"3278","chr3","chr21","0.982610508236643","0.983713673218507","label_sample_only_not_sequence_null_model"
"3279","chr4","chr1","0.997668839445394","0.998793129074531","label_sample_only_not_sequence_null_model"
"3280","chr4","chr4","0.99691043010556","0.998034719734697","label_sample_only_not_sequence_null_model"
"3281","chr15","chr8","0.995203588927817","0.996452628056539","label_sample_only_not_sequence_null_model"
"3282","chr8","chr14","0.992742317240478","0.993798490094183","label_sample_only_not_sequence_null_model"
"3283","chr11","chr17","0.993165940081838","0.994240022001955","label_sample_only_not_sequence_null_model"
"3284","chr18","chr19","0.987885748580951","0.988997763317914","label_sample_only_not_sequence_null_model"
"3285","chr19","chr19","0.987126480654928","0.989384213302262","label_sample_only_not_sequence_null_model"
"3286","chr22","chr3","0.994095703871654","0.99573253254228","label_sample_only_not_sequence_null_model"
"3287","chr8","chr4","0.996434017828667","0.997490190682373","label_sample_only_not_sequence_null_model"
